a,b,c,d,e,f,g,h,i
[0.52998006],1,0,1,0,0.52998006,0.52998006,2.52998006,0
[0.37119913],0,0,0,1,0.37119913,0.37119913,1.37119913,0
[0.4873855],1,1,1,1,0.4873855,0.4873855,4.4873855,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6262375],0,1,1,1,0.6262375,0.6262375,3.6262375,0
[0.40713087],1,0,1,1,0.40713087,0.40713087,3.40713087,0
[0.70017534],1,1,1,1,0.70017534,0.70017534,4.70017534,1
[0.7095549],1,1,1,1,0.7095549,0.7095549,4.7095549,1
[0.5495818],0,0,1,1,0.5495818,0.5495818,2.5495818,0
[0.6059989],0,0,0,0,0.6059989,0.6059989,0.6059989,0
[0.322185],1,0,0,1,0.322185,0.322185,2.322185,0
[0.5462284],0,1,1,1,0.5462284,0.5462284,3.5462284,0
[0.6127795],1,1,1,1,0.6127795,0.6127795,4.6127795,1
[0.6186801],1,1,1,1,0.6186801,0.6186801,4.6186801,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.68555605],0,1,1,1,0.68555605,0.68555605,3.68555605,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5515766],0,1,1,1,0.5515766,0.5515766,3.5515766,0
[0.6816517],1,1,1,1,0.6816517,0.6816517,4.6816517,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.49349287],0,0,0,0,0.49349287,0.49349287,0.49349287,0
[0.5573629],1,1,1,1,0.5573629,0.5573629,4.5573629,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5890907],1,1,1,1,0.5890907,0.5890907,4.5890907,1
[0.59513617],1,1,1,1,0.59513617,0.59513617,4.59513617,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6215779],1,1,1,1,0.6215779,0.6215779,4.6215779,1
[0.56539136],0,0,1,1,0.56539136,0.56539136,2.56539136,0
[0.55904555],0,1,1,1,0.55904555,0.55904555,3.55904555,0
[0.57736814],0,1,1,0,0.57736814,0.57736814,2.57736814,0
[0.49807966],0,1,1,1,0.49807966,0.49807966,3.49807966,0
[0.56118625],1,1,1,1,0.56118625,0.56118625,4.56118625,1
[0.5440608],0,1,1,1,0.5440608,0.5440608,3.5440608,0
[0.59830403],0,1,1,1,0.59830403,0.59830403,3.59830403,0
[0.8345761],1,1,1,1,0.8345761,0.8345761,4.8345761,1
[0.55249095],0,1,1,0,0.55249095,0.55249095,2.55249095,0
[0.77800786],0,1,1,1,0.77800786,0.77800786,3.77800786,0
[0.5342828],1,1,1,1,0.5342828,0.5342828,4.5342828,1
[0.45662996],0,0,0,1,0.45662996,0.45662996,1.45662996,0
[0.59820735],1,1,1,1,0.59820735,0.59820735,4.59820735,1
[0.45040306],0,0,0,0,0.45040306,0.45040306,0.45040306,0
[0.5413419],1,0,0,0,0.5413419,0.5413419,1.5413419,0
[0.55165625],0,1,1,1,0.55165625,0.55165625,3.55165625,0
[0.5564053],1,1,1,1,0.5564053,0.5564053,4.5564053,1
[0.60529613],1,1,1,1,0.60529613,0.60529613,4.60529613,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.46674463],1,1,1,1,0.46674463,0.46674463,4.46674463,1
[0.25972745],1,0,0,0,0.25972745,0.25972745,1.25972745,0
[0.6627703],1,1,1,1,0.6627703,0.6627703,4.6627703,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8340094],1,1,1,1,0.8340094,0.8340094,4.8340094,1
[0.63406503],1,1,1,1,0.63406503,0.63406503,4.63406503,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7863019],1,1,1,1,0.7863019,0.7863019,4.7863019,1
[0.5038005],0,0,1,0,0.5038005,0.5038005,1.5038005,0
[0.78860676],1,1,1,1,0.78860676,0.78860676,4.78860676,1
[0.50468177],0,0,0,0,0.50468177,0.50468177,0.50468177,0
[0.3174323],0,0,0,1,0.3174323,0.3174323,1.3174323,0
[0.6067703],0,1,1,1,0.6067703,0.6067703,3.6067703,0
[0.53872967],1,1,1,0,0.53872967,0.53872967,3.53872967,0
[0.7354119],1,1,1,1,0.7354119,0.7354119,4.7354119,1
[0.56647426],1,1,1,1,0.56647426,0.56647426,4.56647426,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7332828],1,1,1,1,0.7332828,0.7332828,4.7332828,1
[0.7244673],1,1,1,1,0.7244673,0.7244673,4.7244673,1
[0.54580677],1,1,1,1,0.54580677,0.54580677,4.54580677,1
[0.78818125],1,1,1,1,0.78818125,0.78818125,4.78818125,1
[0.54601806],1,1,1,1,0.54601806,0.54601806,4.54601806,1
[0.73094296],1,1,1,1,0.73094296,0.73094296,4.73094296,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.55673987],0,1,1,0,0.55673987,0.55673987,2.55673987,0
[0.6133869],0,1,1,1,0.6133869,0.6133869,3.6133869,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5318365],1,0,0,0,0.5318365,0.5318365,1.5318365,0
[0.75909066],1,1,1,1,0.75909066,0.75909066,4.75909066,1
[0.39999467],1,0,0,1,0.39999467,0.39999467,2.39999467,0
[0.58256185],1,1,1,1,0.58256185,0.58256185,4.58256185,1
[0.43732372],0,0,0,0,0.43732372,0.43732372,0.43732372,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5076534],1,1,1,1,0.5076534,0.5076534,4.5076534,1
[0.6370611],1,1,1,1,0.6370611,0.6370611,4.6370611,1
[0.70161176],1,1,1,1,0.70161176,0.70161176,4.70161176,1
[0.4942648],1,0,1,0,0.4942648,0.4942648,2.4942648,0
[0.7988442],1,1,1,1,0.7988442,0.7988442,4.7988442,1
[0.6628181],1,1,1,1,0.6628181,0.6628181,4.6628181,1
[0.6844629],1,1,1,1,0.6844629,0.6844629,4.6844629,1
[0.3664535],0,0,0,0,0.3664535,0.3664535,0.3664535,0
[0.75885624],1,1,1,1,0.75885624,0.75885624,4.75885624,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.53474426],1,1,1,1,0.53474426,0.53474426,4.53474426,1
[0.53388786],1,1,1,1,0.53388786,0.53388786,4.53388786,1
[0.3564365],0,0,0,1,0.3564365,0.3564365,1.3564365,0
[0.7343519],1,1,1,1,0.7343519,0.7343519,4.7343519,1
[0.73862064],1,1,1,1,0.73862064,0.73862064,4.73862064,1
[0.7860983],1,1,1,1,0.7860983,0.7860983,4.7860983,1
[0.51109505],0,0,0,0,0.51109505,0.51109505,0.51109505,0
[0.62806743],1,1,1,1,0.62806743,0.62806743,4.62806743,1
[0.57866085],1,1,1,1,0.57866085,0.57866085,4.57866085,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.56814265],1,1,1,1,0.56814265,0.56814265,4.56814265,1
[0.6694194],0,1,1,1,0.6694194,0.6694194,3.6694194,0
[0.64093137],1,1,1,1,0.64093137,0.64093137,4.64093137,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6071241],1,1,1,1,0.6071241,0.6071241,4.6071241,1
[0.47649938],0,0,0,0,0.47649938,0.47649938,0.47649938,0
[0.56866574],1,1,1,1,0.56866574,0.56866574,4.56866574,1
[0.26302892],1,0,0,0,0.26302892,0.26302892,1.26302892,0
[0.690189],1,1,1,1,0.690189,0.690189,4.690189,1
[0.5223305],1,1,1,1,0.5223305,0.5223305,4.5223305,1
[0.5947913],0,1,1,1,0.5947913,0.5947913,3.5947913,0
[0.47602254],0,0,0,0,0.47602254,0.47602254,0.47602254,0
[0.63514036],1,1,1,1,0.63514036,0.63514036,4.63514036,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7880285],0,1,1,1,0.7880285,0.7880285,3.7880285,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5149052],1,1,1,0,0.5149052,0.5149052,3.5149052,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6107668],1,1,1,1,0.6107668,0.6107668,4.6107668,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.605881],1,1,1,1,0.605881,0.605881,4.605881,1
[0.5996022],0,1,1,1,0.5996022,0.5996022,3.5996022,0
[0.37941107],0,0,0,1,0.37941107,0.37941107,1.37941107,0
[0.65384936],0,1,1,1,0.65384936,0.65384936,3.65384936,0
[0.3427876],0,0,0,1,0.3427876,0.3427876,1.3427876,0
[0.28109172],0,0,0,0,0.28109172,0.28109172,0.28109172,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.76476794],1,1,1,1,0.76476794,0.76476794,4.76476794,1
[0.7872032],1,1,1,1,0.7872032,0.7872032,4.7872032,1
[0.2618767],1,0,0,0,0.2618767,0.2618767,1.2618767,0
[0.47302577],1,1,1,1,0.47302577,0.47302577,4.47302577,1
[0.59950423],1,1,1,1,0.59950423,0.59950423,4.59950423,1
[0.5810979],1,1,1,1,0.5810979,0.5810979,4.5810979,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5922679],1,1,1,1,0.5922679,0.5922679,4.5922679,1
[0.5790216],1,1,1,1,0.5790216,0.5790216,4.5790216,1
[0.5160656],1,0,0,0,0.5160656,0.5160656,1.5160656,0
[0.6664386],1,1,1,1,0.6664386,0.6664386,4.6664386,1
[0.53842854],1,1,1,1,0.53842854,0.53842854,4.53842854,1
[0.33691186],1,0,0,0,0.33691186,0.33691186,1.33691186,0
[0.80994457],1,1,1,1,0.80994457,0.80994457,4.80994457,1
[0.6350438],1,1,1,1,0.6350438,0.6350438,4.6350438,1
[0.4883437],1,1,1,1,0.4883437,0.4883437,4.4883437,1
[0.7866945],1,1,1,1,0.7866945,0.7866945,4.7866945,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4652683],1,0,0,1,0.4652683,0.4652683,2.4652683,0
[0.49975374],0,0,0,0,0.49975374,0.49975374,0.49975374,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.66997176],0,1,1,1,0.66997176,0.66997176,3.66997176,0
[0.4228247],0,0,0,0,0.4228247,0.4228247,0.4228247,0
[0.40172198],1,0,0,1,0.40172198,0.40172198,2.40172198,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5362072],1,1,1,1,0.5362072,0.5362072,4.5362072,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6669769],1,1,1,1,0.6669769,0.6669769,4.6669769,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.60630155],1,1,1,1,0.60630155,0.60630155,4.60630155,1
[0.6543235],1,1,1,1,0.6543235,0.6543235,4.6543235,1
[0.5464709],1,1,1,1,0.5464709,0.5464709,4.5464709,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6494641],0,1,1,1,0.6494641,0.6494641,3.6494641,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4519299],0,0,0,0,0.4519299,0.4519299,0.4519299,0
[0.45262876],0,0,0,0,0.45262876,0.45262876,0.45262876,0
[0.5491446],1,1,1,1,0.5491446,0.5491446,4.5491446,1
[0.4497891],0,0,0,1,0.4497891,0.4497891,1.4497891,0
[0.67387176],0,1,1,1,0.67387176,0.67387176,3.67387176,0
[0.58720315],1,1,1,1,0.58720315,0.58720315,4.58720315,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7325603],1,1,1,1,0.7325603,0.7325603,4.7325603,1
[0.56646717],1,1,1,1,0.56646717,0.56646717,4.56646717,1
[0.49498662],0,1,1,1,0.49498662,0.49498662,3.49498662,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6236493],1,1,1,1,0.6236493,0.6236493,4.6236493,1
[0.48345745],1,0,1,1,0.48345745,0.48345745,3.48345745,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7728855],1,1,1,1,0.7728855,0.7728855,4.7728855,1
[0.731971],1,1,1,1,0.731971,0.731971,4.731971,1
[0.6064789],1,1,1,1,0.6064789,0.6064789,4.6064789,1
[0.63591146],1,1,1,1,0.63591146,0.63591146,4.63591146,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5674851],1,1,1,1,0.5674851,0.5674851,4.5674851,1
[0.56341153],1,1,1,1,0.56341153,0.56341153,4.56341153,1
[0.5761293],1,1,1,1,0.5761293,0.5761293,4.5761293,1
[0.43845275],1,0,0,1,0.43845275,0.43845275,2.43845275,0
[0.8014039],1,1,1,1,0.8014039,0.8014039,4.8014039,1
[0.51358694],1,1,1,1,0.51358694,0.51358694,4.51358694,1
[0.36648947],0,0,0,0,0.36648947,0.36648947,0.36648947,0
[0.47714588],0,0,0,0,0.47714588,0.47714588,0.47714588,0
[0.5742352],0,1,1,1,0.5742352,0.5742352,3.5742352,0
[0.5077802],0,1,1,0,0.5077802,0.5077802,2.5077802,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5677012],1,1,1,0,0.5677012,0.5677012,3.5677012,0
[0.6005735],1,1,1,1,0.6005735,0.6005735,4.6005735,1
[0.58131075],1,1,1,1,0.58131075,0.58131075,4.58131075,1
[0.6022059],0,1,1,1,0.6022059,0.6022059,3.6022059,0
[0.7887435],1,1,1,1,0.7887435,0.7887435,4.7887435,1
[0.6053344],1,1,1,1,0.6053344,0.6053344,4.6053344,1
[0.4482129],0,0,0,1,0.4482129,0.4482129,1.4482129,0
[0.59074855],0,1,1,1,0.59074855,0.59074855,3.59074855,0
[0.56121844],0,0,0,1,0.56121844,0.56121844,1.56121844,0
[0.5925934],1,1,1,1,0.5925934,0.5925934,4.5925934,1
[0.5402181],1,1,1,1,0.5402181,0.5402181,4.5402181,1
[0.45048323],0,0,0,0,0.45048323,0.45048323,0.45048323,0
[0.37939757],1,0,0,1,0.37939757,0.37939757,2.37939757,0
[0.53218436],0,1,1,1,0.53218436,0.53218436,3.53218436,0
[0.42672724],1,0,0,0,0.42672724,0.42672724,1.42672724,0
[0.60280496],1,0,0,1,0.60280496,0.60280496,2.60280496,0
[0.48768142],1,0,0,1,0.48768142,0.48768142,2.48768142,0
[0.523659],1,1,1,1,0.523659,0.523659,4.523659,1
[0.5461812],0,1,1,0,0.5461812,0.5461812,2.5461812,0
[0.46945512],1,1,1,1,0.46945512,0.46945512,4.46945512,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5953679],0,1,1,1,0.5953679,0.5953679,3.5953679,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5965793],1,1,1,1,0.5965793,0.5965793,4.5965793,1
[0.61236835],1,1,1,1,0.61236835,0.61236835,4.61236835,1
[0.53262484],0,0,0,0,0.53262484,0.53262484,0.53262484,0
[0.79320633],1,1,1,1,0.79320633,0.79320633,4.79320633,1
[0.50380754],0,1,1,1,0.50380754,0.50380754,3.50380754,0
[0.53299224],0,1,1,1,0.53299224,0.53299224,3.53299224,0
[0.27089372],0,0,0,1,0.27089372,0.27089372,1.27089372,0
[0.51878095],0,0,0,0,0.51878095,0.51878095,0.51878095,0
[0.7227877],1,1,1,1,0.7227877,0.7227877,4.7227877,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7885111],1,1,1,1,0.7885111,0.7885111,4.7885111,1
[0.30312803],0,0,0,0,0.30312803,0.30312803,0.30312803,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.42600492],1,0,0,1,0.42600492,0.42600492,2.42600492,0
[0.7283975],1,1,1,1,0.7283975,0.7283975,4.7283975,1
[0.4494142],0,0,0,1,0.4494142,0.4494142,1.4494142,0
[0.6098155],1,1,1,1,0.6098155,0.6098155,4.6098155,1
[0.69919395],0,1,1,1,0.69919395,0.69919395,3.69919395,0
[0.55711985],1,1,1,1,0.55711985,0.55711985,4.55711985,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5431727],1,1,1,1,0.5431727,0.5431727,4.5431727,1
[0.5065807],0,1,1,1,0.5065807,0.5065807,3.5065807,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.3809027],0,0,0,1,0.3809027,0.3809027,1.3809027,0
[0.5000603],1,1,1,1,0.5000603,0.5000603,4.5000603,1
[0.5529866],0,0,0,0,0.5529866,0.5529866,0.5529866,0
[0.566378],1,1,1,1,0.566378,0.566378,4.566378,1
[0.70691466],1,1,1,1,0.70691466,0.70691466,4.70691466,1
[0.5120986],1,1,1,1,0.5120986,0.5120986,4.5120986,1
[0.6621545],1,1,1,1,0.6621545,0.6621545,4.6621545,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.4774134],0,0,0,0,0.4774134,0.4774134,0.4774134,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8139885],1,1,1,1,0.8139885,0.8139885,4.8139885,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4866022],0,0,0,0,0.4866022,0.4866022,0.4866022,0
[0.52611804],1,1,1,1,0.52611804,0.52611804,4.52611804,1
[0.53762674],1,1,1,1,0.53762674,0.53762674,4.53762674,1
[0.7883954],1,1,1,1,0.7883954,0.7883954,4.7883954,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.61219245],1,1,1,1,0.61219245,0.61219245,4.61219245,1
[0.74897516],1,1,1,1,0.74897516,0.74897516,4.74897516,1
[0.70406544],1,1,1,1,0.70406544,0.70406544,4.70406544,1
[0.5311972],1,1,1,0,0.5311972,0.5311972,3.5311972,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5838815],1,1,1,1,0.5838815,0.5838815,4.5838815,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.51976025],1,1,1,1,0.51976025,0.51976025,4.51976025,1
[0.6017617],1,1,1,1,0.6017617,0.6017617,4.6017617,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.78679705],1,1,1,1,0.78679705,0.78679705,4.78679705,1
[0.6370939],1,1,1,1,0.6370939,0.6370939,4.6370939,1
[0.7298788],1,1,1,1,0.7298788,0.7298788,4.7298788,1
[0.6067779],1,1,1,1,0.6067779,0.6067779,4.6067779,1
[0.5333363],0,0,1,1,0.5333363,0.5333363,2.5333363,0
[0.6605681],0,1,1,1,0.6605681,0.6605681,3.6605681,0
[0.53846014],1,1,1,1,0.53846014,0.53846014,4.53846014,1
[0.560668],1,1,1,1,0.560668,0.560668,4.560668,1
[0.35937807],1,0,0,1,0.35937807,0.35937807,2.35937807,0
[0.6115187],1,0,0,0,0.6115187,0.6115187,1.6115187,0
[0.59641963],0,1,1,1,0.59641963,0.59641963,3.59641963,0
[0.7887011],1,1,1,1,0.7887011,0.7887011,4.7887011,1
[0.5848329],1,1,1,1,0.5848329,0.5848329,4.5848329,1
[0.5852519],1,1,1,1,0.5852519,0.5852519,4.5852519,1
[0.4885631],1,1,1,1,0.4885631,0.4885631,4.4885631,1
[0.46143487],0,0,0,0,0.46143487,0.46143487,0.46143487,0
[0.5018553],0,1,1,0,0.5018553,0.5018553,2.5018553,0
[0.7420586],1,1,1,1,0.7420586,0.7420586,4.7420586,1
[0.7115193],0,1,1,1,0.7115193,0.7115193,3.7115193,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4628132],0,1,1,1,0.4628132,0.4628132,3.4628132,0
[0.5698029],1,0,0,0,0.5698029,0.5698029,1.5698029,0
[0.7865498],0,1,1,1,0.7865498,0.7865498,3.7865498,0
[0.7881876],1,1,1,1,0.7881876,0.7881876,4.7881876,1
[0.655625],1,1,1,1,0.655625,0.655625,4.655625,1
[0.41794586],1,0,1,1,0.41794586,0.41794586,3.41794586,0
[0.5011259],1,0,0,1,0.5011259,0.5011259,2.5011259,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6689702],0,1,1,1,0.6689702,0.6689702,3.6689702,0
[0.35688832],0,0,0,0,0.35688832,0.35688832,0.35688832,0
[0.5225638],1,1,1,1,0.5225638,0.5225638,4.5225638,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.46391338],1,1,1,1,0.46391338,0.46391338,4.46391338,1
[0.6177392],1,1,1,1,0.6177392,0.6177392,4.6177392,1
[0.5858028],1,1,1,1,0.5858028,0.5858028,4.5858028,1
[0.5992281],1,0,0,1,0.5992281,0.5992281,2.5992281,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.56504714],1,1,1,1,0.56504714,0.56504714,4.56504714,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.35760823],1,0,0,1,0.35760823,0.35760823,2.35760823,0
[0.61850655],1,1,1,1,0.61850655,0.61850655,4.61850655,1
[0.6270561],1,1,1,1,0.6270561,0.6270561,4.6270561,1
[0.5231583],0,1,1,0,0.5231583,0.5231583,2.5231583,0
[0.7883736],1,1,1,1,0.7883736,0.7883736,4.7883736,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.54571897],1,1,1,1,0.54571897,0.54571897,4.54571897,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.79079974],1,1,1,1,0.79079974,0.79079974,4.79079974,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4559362],1,0,0,0,0.4559362,0.4559362,1.4559362,0
[0.4950011],1,0,0,1,0.4950011,0.4950011,2.4950011,0
[0.5234672],1,1,1,1,0.5234672,0.5234672,4.5234672,1
[0.62458044],1,1,1,1,0.62458044,0.62458044,4.62458044,1
[0.6389505],1,1,1,1,0.6389505,0.6389505,4.6389505,1
[0.64806354],1,1,1,1,0.64806354,0.64806354,4.64806354,1
[0.5028157],0,0,1,0,0.5028157,0.5028157,1.5028157,0
[0.58270884],1,1,1,1,0.58270884,0.58270884,4.58270884,1
[0.51755],0,0,0,0,0.51755,0.51755,0.51755,0
[0.68367374],1,1,1,1,0.68367374,0.68367374,4.68367374,1
[0.31168354],1,0,0,1,0.31168354,0.31168354,2.31168354,0
[0.32171732],0,0,0,0,0.32171732,0.32171732,0.32171732,0
[0.6441327],1,1,1,1,0.6441327,0.6441327,4.6441327,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5403483],1,0,0,0,0.5403483,0.5403483,1.5403483,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.49336195],1,1,1,1,0.49336195,0.49336195,4.49336195,1
[0.5106956],1,0,0,1,0.5106956,0.5106956,2.5106956,0
[0.7474842],1,1,1,1,0.7474842,0.7474842,4.7474842,1
[0.56391084],1,1,1,1,0.56391084,0.56391084,4.56391084,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5763894],1,1,1,1,0.5763894,0.5763894,4.5763894,1
[0.6856561],1,1,1,1,0.6856561,0.6856561,4.6856561,1
[0.6804085],1,1,1,1,0.6804085,0.6804085,4.6804085,1
[0.51778466],1,1,1,1,0.51778466,0.51778466,4.51778466,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.57387674],1,1,1,1,0.57387674,0.57387674,4.57387674,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.507118],0,1,1,1,0.507118,0.507118,3.507118,0
[0.43257546],0,0,0,0,0.43257546,0.43257546,0.43257546,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.48647204],0,0,0,0,0.48647204,0.48647204,0.48647204,0
[0.78735113],1,1,1,1,0.78735113,0.78735113,4.78735113,1
[0.39624083],0,0,0,0,0.39624083,0.39624083,0.39624083,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.60119],1,1,1,1,0.60119,0.60119,4.60119,1
[0.602803],1,1,1,1,0.602803,0.602803,4.602803,1
[0.74164534],1,1,1,1,0.74164534,0.74164534,4.74164534,1
[0.5409278],1,1,1,1,0.5409278,0.5409278,4.5409278,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5371507],1,1,1,1,0.5371507,0.5371507,4.5371507,1
[0.56691056],1,1,1,1,0.56691056,0.56691056,4.56691056,1
[0.64302725],0,0,0,0,0.64302725,0.64302725,0.64302725,0
[0.5416564],1,1,1,1,0.5416564,0.5416564,4.5416564,1
[0.48334998],0,0,0,1,0.48334998,0.48334998,1.48334998,0
[0.5780295],1,1,1,1,0.5780295,0.5780295,4.5780295,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6541969],1,1,1,1,0.6541969,0.6541969,4.6541969,1
[0.47470212],1,0,1,1,0.47470212,0.47470212,3.47470212,0
[0.835261],1,1,1,1,0.835261,0.835261,4.835261,1
[0.4951379],1,0,0,0,0.4951379,0.4951379,1.4951379,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.2761115],0,0,0,0,0.2761115,0.2761115,0.2761115,0
[0.5779619],1,1,1,1,0.5779619,0.5779619,4.5779619,1
[0.5096644],1,1,1,1,0.5096644,0.5096644,4.5096644,1
[0.610743],1,1,1,1,0.610743,0.610743,4.610743,1
[0.74853766],0,1,1,1,0.74853766,0.74853766,3.74853766,0
[0.6537281],1,1,1,1,0.6537281,0.6537281,4.6537281,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.78875834],1,1,1,1,0.78875834,0.78875834,4.78875834,1
[0.51777375],1,1,1,1,0.51777375,0.51777375,4.51777375,1
[0.5926281],1,1,1,1,0.5926281,0.5926281,4.5926281,1
[0.6088991],1,1,1,1,0.6088991,0.6088991,4.6088991,1
[0.65799046],1,1,1,1,0.65799046,0.65799046,4.65799046,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5155228],1,1,1,1,0.5155228,0.5155228,4.5155228,1
[0.47614676],0,0,0,0,0.47614676,0.47614676,0.47614676,0
[0.5850918],0,1,1,1,0.5850918,0.5850918,3.5850918,0
[0.7878224],1,1,1,1,0.7878224,0.7878224,4.7878224,1
[0.6015198],1,1,1,1,0.6015198,0.6015198,4.6015198,1
